"Row.names","E13.5_Skin_Mes_Ventral_121","E13.5_Skin_Mes_Ventral_122","E13.5_Skin_Mes_Ventral_123","E13.5_Skin_Mes_Ventral_126","E13.5_Skin_Mes_Ventral_128","E13.5_Mammary_Mes_111","E13.5_Mammary_Mes_113","E13.5_Mammary_Mes_114","E13.5_Mammary_Mes_115","E13.5_Mammary_Mes_117","E16.5_Mammary_Mes_41","E16.5_Mammary_Mes_42","E16.5_Mammary_Mes_43","E16.5_Mammary_Mes_46","E16.5_Mammary_Mes_62","E16.5_Fatpad_52","E16.5_Fatpad_53","E16.5_Fatpad_56","E16.5_Fatpad_57","E16.5_Fatpad_58","E13.5_SMG_Mes_1","E13.5_SMG_Mes_2","E13.5_SMG_Mes_3","E13.5_SMG_Mes_5","E13.5_SMG_Mes_6","ensembl_gene_id","CLUSTER","MEM.SHIP"
"Lrig1",3576.77952567689,4069.88089624485,4470.85995713856,4968.25620106301,6549.47701303792,4713.63527874167,5743.87164577813,3779.59543842119,6292.88409757548,5717.87024462287,3429.22692341548,3653.30480186418,4449.74849080655,3881.72417134906,3494.92717721432,3169.11085901036,3466.71821828396,2473.7506825882,2822.02544627027,1705.33233782824,2708.58893568822,3563.58989003318,3177.54511160702,2692.77683774836,4907.75583121346,"ENSMUSG00000030029",1,0.399213350566659
"Luzp2",237.043021233017,164.097450833814,241.174378281809,177.326830127601,253.828427575889,282.104771675141,271.460935083064,243.122979658367,306.415896276284,314.917162488366,120.388663643023,167.099071623473,126.809052167353,132.792233521632,132.585697952781,91.3407707545047,89.0743731588793,118.659099949314,102.629825260148,33.0043067681374,117.940911514133,117.319058491105,109.262261206092,68.9596698409978,90.3646208256731,"ENSMUSG00000063297",1,0.509201046920495
"Metrn",770.864519509015,991.216367822523,1152.31842359772,1122.8064580084,1184.1930950742,1234.82120037577,1287.18973952347,753.668405491309,1521.02459539788,1330.83823817777,585.463304412504,835.654519960757,696.893726636354,715.487088823457,725.847665057475,692.458779956234,636.78880237797,627.558205195116,699.29591991447,582.133777293734,555.997480865577,671.182595825149,551.309270907563,554.096356807383,526.657151587665,"ENSMUSG00000002274",1,0.436908641537224
"Ndnf",2302.03990269082,1507.51717207283,1787.60308971502,1971.81622446612,1811.58044798559,3820.67888451449,2910.63848082882,3824.62665525622,2589.85850116834,2168.85026044308,2292.87174315907,2026.63539388132,1524.48683022388,2509.44298675744,2299.07199810459,129.753202098029,173.58802486573,161.936407045526,325.724407474798,168.210335414515,1064.70578390009,1367.23563427175,1625.92122941702,1292.8748010536,1363.41288390129,"ENSMUSG00000049001",1,0.427324021333827
"Nlgn1",385.779050177079,433.777809524918,252.309872644572,435.063987486822,372.564540201,564.032339585632,552.179407661387,555.947505632037,516.392697424326,622.553056967431,712.311628845217,656.059081311726,566.444942525927,461.089917866487,633.40861537725,157.732395756465,259.017080010078,262.703761090769,237.317887526242,425.925786299535,332.839009774795,306.749263853087,304.809061082153,273.666990857085,381.587647676629,"ENSMUSG00000063887",1,0.281618546832981
"Nlgn3",223.563588643631,196.284815789141,313.694246171506,339.611745368981,463.603199490588,593.698014987403,656.824637409631,402.697430761231,397.262540670596,425.35052907368,489.680488227172,459.963234477348,346.94993337415,321.365282146376,690.432196982996,144.618392258477,237.243400373404,174.130562615044,147.284874776109,280.408783087524,322.877345065943,250.743447546711,284.84724809463,295.224087882274,326.569634123071,"ENSMUSG00000031302",1,0.341493712495487
"Notum",171.035488116943,213.303667882334,245.592503480649,158.603134736822,156.080270899636,330.961640731034,416.579438898489,371.931043658009,359.553032040538,487.106126017936,92.5812726755933,129.752099899142,141.553171454042,159.429996200777,412.359976269655,11.92754698249,11.3092363680198,19.4302865046962,13.7668902109664,7.0722135955277,4.46878305697662,2.63529217773376,2.61015908581505,5.01150622631624,3.38888940087933,"ENSMUSG00000042988",1,0.784079802753449
"Olfm1",637.521018575118,476.528375320086,510.559249603173,488.481314908332,507.771047420207,797.293452686688,721.147239453568,1098.03770771894,758.354525711689,836.276637094421,633.89053949526,760.888683817768,693.508235814435,685.089890929818,834.053585704155,527.894781044557,600.20592741859,460.918509267893,512.845534948256,508.755430472017,639.633442495114,705.428026519716,646.87814643762,757.711942795274,822.246230111273,"ENSMUSG00000026833",1,0.20107454167039
"Pcsk6",1339.55360424335,511.879491864618,813.247136496187,1147.75611037529,597.57186812638,1560.95440780209,1740.06248541251,1360.52087470257,1667.16178621765,1929.57022910258,635.279400160028,514.870392928995,1166.08858979138,955.644851779814,706.920797374993,913.458395343784,776.53164400737,543.756969577958,601.34160790862,370.414833116471,257.453022966002,128.543800325004,392.541444174456,161.607813693611,177.394942921696,"ENSMUSG00000030513",1,0.568955509597677
"Pcsk9",464.382575938191,373.916860816173,452.888992895848,488.736090319125,463.298778662373,495.542580721906,499.328149938767,346.099282203841,575.721703604205,517.601312627961,380.198753950651,415.801796136815,488.213118221696,607.154115100472,536.877193248477,83.2273398201609,118.961522573631,115.283111192235,122.052430639519,84.6446904309124,62.9034988175717,137.999026725643,75.7727865415312,103.078203978949,126.523236585386,"ENSMUSG00000044254",1,0.391447570767938
"Pgf",186.69731892695,194.781773170816,193.427802242999,172.257010782485,165.319648006512,522.741432313946,419.424950794841,367.118838228046,420.147184644575,399.260476039142,206.028546891156,214.42084674775,196.202942914255,286.303118650627,172.457728428921,114.388804757396,112.494123596958,126.770816073617,147.190594439384,103.252924562051,99.7962574324515,131.341498779919,113.625638543563,98.7681619211796,69.385519284675,"ENSMUSG00000004791",1,0.572265237802321
"Ptx3",217.780548241725,188.664459433549,183.903607223264,187.540410925445,155.503307474972,671.306905656772,749.624325878735,710.526535463404,670.931998691737,665.323752769321,100.055429020272,106.817540462355,110.981422475937,96.5895815544794,119.952164848019,151.115020041321,155.920563617577,212.661758826536,158.433450952173,259.148137993031,301.650447848327,348.275132654219,312.575974816996,326.293896731077,408.555776166793,"ENSMUSG00000027832",1,0.227464445923345
"Rspo1",1235.33117119364,1014.24666235851,1453.5914329495,1391.59473537388,1134.73352060993,2526.69703304155,2046.82131666314,2111.55066554334,2042.288728751,2189.18710580638,1100.60988529632,1308.28865811669,967.515264612541,769.110035271422,1950.04044892851,36.6627409563047,50.7820875124841,32.9107485359624,49.7332776464585,41.6404602588335,17.8785028362476,52.7662873543791,17.1220337775352,47.3026437263125,18.5574867801877,"ENSMUSG00000028871",1,0.774073965728325
"Rtn4",3850.46844394632,6779.67458627011,4983.81627274749,4862.32645134,6307.5454466959,6831.51363431662,6294.86944043879,5232.66391488559,7257.35579229605,7969.02916947941,4783.75804303648,5665.11334353809,5642.20638385355,4860.82697454043,4819.36567489062,5405.40966870712,5665.7671616321,5188.21093985727,5278.49553378529,4334.0516605053,3812.55904049785,5391.67638964925,3796.49791783825,3023.85634621126,4555.36713680495,"ENSMUSG00000020458",1,0.456957968096594
"Sbspon",135.267401706767,184.915168873572,91.5083924001886,149.077212991622,81.5931047441832,369.162593692159,387.311568773796,296.383363213234,423.439039762877,454.221560061271,107.002044525033,88.92870784429,124.77903517825,111.447026863567,96.8800950222816,110.219990572646,98.1432561232454,74.2052209973004,93.5735301569642,56.4297936206083,98.3420897007106,112.478658769531,104.547262443378,103.078203978949,143.459417860596,"ENSMUSG00000032719",1,0.377633433423364
"Sema5a",14599.0212682976,13164.207621297,16513.8693221881,20281.2281728126,16356.8375567676,18185.7755750104,17955.6685142898,15759.4353630152,16178.0120977681,16281.7152293682,11551.8635531937,10678.579846367,10016.8381491089,9635.65047704621,13104.4011664677,6022.43644937388,9349.59969399392,6198.12829106154,6078.3531272637,9070.2871463776,4701.98626448471,3454.88781828694,4405.02422171072,5400.01135825327,5307.03085410384,"ENSMUSG00000022231",1,0.372999140155444
"Sema6d",2453.83538400066,1668.11078293034,2021.31919145786,2198.94905397449,2362.57091666594,3070.01611257497,3354.32585234464,2679.50221504511,2931.12540156965,3114.44606350618,2379.81156722344,2376.84087491428,2393.72724679189,2109.66411525421,2649.54774445598,1900.57472039178,2259.08694733512,2281.60542775911,2085.73524503696,2162.00577109692,1437.49761034089,1203.39371059808,1306.40167611055,1307.00415040978,1472.20795861538,"ENSMUSG00000027200",1,0.41534462771497
"Siae",403.452787761794,462.749034237976,412.191647727485,375.585745172739,313.345904080301,476.71398258322,603.148393950841,530.792037678043,846.413772234293,633.164829074771,431.809218460916,564.627877188684,488.339059316586,528.404954704606,650.888993122202,503.642595228945,542.647299285125,452.042355709665,469.466290711648,640.611949699212,351.476343831095,583.860713222222,449.194738153361,389.215018617102,505.751106260935,"ENSMUSG00000001942",1,0.179316030932328
"Sostdc1",481.424138357942,580.286275802149,644.436221055565,729.29250219197,564.586770758601,1067.57831148813,950.242353780809,766.772442893594,972.744362904811,1031.6815278911,511.105510550425,438.634842745484,327.090674739102,507.316153535194,475.317966203069,237.310387865594,160.598055474402,157.686094619263,129.172155760157,68.9697477585213,93.9122658403183,47.2599406594668,50.8349074265969,36.4328134753182,52.8010357403581,"ENSMUSG00000036169",1,0.751683703677347
"Stc1",372.784177932034,371.873599281659,401.706332739811,362.528677047808,432.349669966304,784.886235237382,797.406171004875,887.237938909296,623.892750329523,654.924109855787,882.197707520222,760.700973857237,683.256076121679,602.510488981157,725.59154501063,291.295689370563,454.036477822691,451.856792144276,409.89274623105,581.017875056634,420.833266737275,498.119774550781,414.352452986601,486.955653279863,483.179289322145,"ENSMUSG00000014813",1,0.227751287570935
"Tac1",170.519625712223,233.84916304244,227.777144067099,216.295770513171,292.15016262393,1122.76251527929,873.945312786203,406.595585269402,461.179961224849,539.230287891117,257.352595624095,315.802897039795,202.394684639816,401.612129423257,609.01980748336,43.599959082361,18.3738518672404,22.5985063712655,24.1112570149168,37.7551860919894,30.9754764914756,24.5816158824253,19.7728873052854,27.8887232204622,27.612815761204,"ENSMUSG00000061762",1,0.640061100886003
"Thbs1",3624.54631192663,3352.51366241238,3764.0792492132,3561.93436948437,3706.59062088173,7460.39943045107,9939.65509609564,7307.08506754126,7667.30492686219,7508.4189668287,5062.15287505507,3833.71890491217,4444.83595758598,4095.04838679719,3854.60462836091,3268.06764004841,3741.01179899336,3068.56890986112,2809.90518829565,3385.95667878171,6070.18745842318,5624.58935018206,5732.09885221356,6666.97288769492,6451.48789304596,"ENSMUSG00000040152",1,0.195485957475201
"Vegfd",689.432941383542,530.025631977826,561.307871538234,631.380865581687,577.566191750402,807.078498008604,785.179091433937,688.060230692954,716.482204027728,843.167019373086,539.271619756246,652.706050677079,695.7561849646,679.45251035874,648.029504127741,490.398988431423,516.905362179747,460.276293006368,437.775625026749,539.973145024711,49.3042015376395,12.8706264227338,17.3360612313219,6.76253466767896,13.2679941590315,"ENSMUSG00000031380",1,0.307427170966032
"Wfikkn2",254.860740654826,344.368608216352,327.76104644129,262.827382218764,219.127960207457,924.451396937114,948.516841159566,871.620001623113,748.085521360674,575.929816739655,533.08557660999,392.57860068192,271.646392403779,385.814995792673,431.076752562464,89.7590858446725,232.637246326154,102.079689895652,107.557205132225,100.394391108355,462.136402831352,424.911091092542,360.124515165324,503.594410028868,368.916665426964,"ENSMUSG00000044177",1,0.30338234221987
"Wnt4",1739.30446446575,1017.54424418827,971.695048113867,999.494950739285,943.478889340785,1511.01686246971,1658.41497707799,2570.88665703351,1523.60359077982,1664.59877921679,820.728447899458,650.140958699471,822.572474621667,1044.81587684594,727.609880323594,749.046058381448,642.392221897606,1277.38987573924,1381.22667340388,1369.98998956699,660.043755198463,862.966516441865,532.327804184175,846.84076199947,545.942784636155,"ENSMUSG00000036856",1,0.349513628082751
"Wnt5a",2493.04365512487,2098.44532258934,2626.46011138166,2851.71966863892,2155.07080519613,7357.59525128021,7476.54102649509,7084.24010732521,8004.03233795007,8098.8426076403,5289.7433872518,5512.91869239227,4874.46658403877,3488.96823980305,6023.20793675069,792.389191236433,1330.59599652787,870.730251987938,954.445160543727,1227.75161678916,336.695613774751,382.641630689005,85.0616650143718,180.035897817215,151.945575128197,"ENSMUSG00000021994",1,0.531609331779521
"Wnt9a",154.45123332098,144.061199856821,134.946653211254,149.088867692251,138.812914643144,279.388127682597,233.5443497629,266.76588073919,223.002761956102,256.17985959828,157.100388903747,150.229155739325,188.877410622201,197.36953900886,176.618146626993,113.602952582468,123.847231955061,80.8370064163746,132.233803618498,108.688098986263,104.552016233597,154.923763666985,144.842851483435,151.074695079964,134.503718782383,"ENSMUSG00000000126",1,0.466658297532478
"Abhd15",21.1640760035231,27.4054929085255,31.5894936831495,23.5633220167022,27.9534458189562,27.5355245156088,26.4081651562916,18.0478560696116,30.8769415038282,29.7356098450907,118.187405275669,127.753830237725,93.8812559670406,104.95872252486,118.311025893501,324.050116253854,251.157029707145,306.825824554802,320.42349632469,299.010940994458,14.9639161144846,16.9034581456787,19.0588219537887,26.4856111224853,17.8163594876962,"ENSMUSG00000000686",2,0.908664764897373
"Adam12",1851.06338560813,1746.10475307225,1978.42567233999,1869.92074197163,1745.59448282107,2396.26268843441,1597.82567103509,2023.00306047739,1896.33555377862,1597.51781073721,6474.54886166129,6455.6726859484,5507.09939089108,7372.00924949211,5212.03937526002,7161.47474249372,8931.07683874299,8622.62485361142,8504.25223375414,10727.4823163698,3744.77234873727,5165.00577352134,5222.42604098667,5263.15534922715,5923.35867352168,"ENSMUSG00000054555",2,0.311265521347785
"Adamtsl3",36.1351931675982,75.3653700206917,37.6569938537123,25.5438895938454,53.9226637827079,63.5343362287354,155.578225471519,134.573829679604,32.2170316138982,30.4178088439999,138.837666933477,163.454467548074,197.454741585248,133.782054307121,95.8950938711342,641.676334219445,688.868904186526,754.249299940378,491.651427813811,365.529381225797,15.5855337139296,19.5967612413949,44.0922883050481,13.3988427183886,20.6551192106511,"ENSMUSG00000070469",2,0.797275403644504
"Adipoq",0,0,0.69916683290179,0,0.845543793237625,0,0,0,0,0.793633410396577,66.7082393806683,123.850149814887,49.1494669239612,98.3845734648989,16.3771274078559,6229.90397598722,1950.30832416026,1690.25060015193,3099.64233356314,1019.63888606366,0,0,0,0,0,"ENSMUSG00000022878",2,0.655416672699632
"Afdn",1539.74839966732,2568.18217987123,2935.55939351459,3845.29807331986,2028.22821266165,2573.25732052909,2250.07312870822,1331.60484473368,1652.12778451366,1788.62334202699,3087.59784753531,2106.88855924596,2928.73602253488,2399.17027322368,3387.05651566382,5829.03609536716,4801.44829302957,3191.04204159716,3455.80927145687,4203.56415606599,2298.47760721086,2523.88327985638,2268.88466298032,4265.21641736452,3076.39412212594,"ENSMUSG00000068036",2,0.456756646304108
"Agt",0,3.06489230177191,3.87747425424528,0,4.68925889334386,5.54298188726965,2.84787918216027,7.64860292163186,2.33085709961217,0.880274341204014,1560.63620259384,1208.94973096427,1121.79986966077,1432.55865780876,647.885635461508,2123.42185919546,2282.07854137082,4265.47511411268,2688.2047848354,3523.72711275354,6.20175340454932,20.7943738901654,3.83659678691297,11.551867687296,7.96996765892198,"ENSMUSG00000031980",2,0.791708916567058
