Row.names,baseMean_all_samples,log2FoldChange,lfcSE,pvalue,padj,external_gene_name,gene_biotype,percentage_gene_gc_content,entrezgene_id,baseMean_selected_samples
ENSMUSG00000000126,72.7178016973309,1.70299124816967,1.26530746117121,0.00577008931318236,0.0445777638773008,Wnt9a,protein_coding,52.53,216795,55.6148540885616
ENSMUSG00000000127,1209.88132030567,-0.301643545840431,0.186043627856071,0.0797948848582655,0.284133540675479,Fer,protein_coding,40.27,14158,1033.24017896026
ENSMUSG00000000131,3826.64721932339,0.0811022804637827,0.219498212948771,0.691948497603481,0.905908513172528,Xpo6,protein_coding,43.53,74204,4292.5342581733
ENSMUSG00000000134,1440.40150840193,-0.341547943063376,0.209532218768131,0.0730275512255183,0.269053487048158,Tfe3,protein_coding,51.75,209446,1210.95930259343
ENSMUSG00000000142,7309.07486503975,0.133941897750628,0.237628617992861,0.513343519187827,0.802005831429929,Axin2,protein_coding,53.94,12006,11631.5081535698
ENSMUSG00000000148,645.376926099082,-0.13477092054101,0.169000155033345,0.396594509756449,0.712119010414125,Brat1,protein_coding,51.56,231841,776.067747835836
ENSMUSG00000000149,3266.76488674089,0.19643671112459,0.219598540030019,0.323246303350901,0.645931354303146,Gna12,protein_coding,47.49,14673,3344.40408222826
ENSMUSG00000000154,64.4524119464374,-1.89339231574239,0.447520261587392,1.77980871577052e-06,4.47113201803525e-05,Slc22a18,protein_coding,52.01,18400,92.9819751023735
ENSMUSG00000000159,0.323129221103736,-0.00357024219649172,0.512295499579256,0.984574169379321,NA,Igsf5,protein_coding,44.82,72058,0
ENSMUSG00000000167,63.5897385624885,0.24595222763429,0.47841888425029,0.33467635776054,0.65721770841448,Pih1d2,protein_coding,43.52,72614,73.7088844375338
ENSMUSG00000000168,1627.21876327142,0.00662487449265227,0.228229577513807,0.982074560503885,0.994623003987932,Dlat,protein_coding,44.1,235339,1490.29075755509
ENSMUSG00000000171,1653.91276228921,0.235433785317439,0.1768069714256,0.155484170589499,0.430383766141168,Sdhd,protein_coding,45.09,66925,1105.6656344196
ENSMUSG00000000182,0.177117708053854,-0.00337654007276105,0.512307877385333,0.984572577007192,NA,Fgf23,protein_coding,46.08,64654,0
ENSMUSG00000000184,65319.9089505225,-0.199238786270597,0.267077426388308,0.402244608951545,0.717447910619309,Ccnd2,protein_coding,49.26,12444,88020.9007793881
ENSMUSG00000000194,2503.6200751704,-0.396280769620064,0.434176996199147,0.167337602370176,0.449243476357266,Gpr107,protein_coding,49.01,277463,3308.9203041243
ENSMUSG00000000197,1045.59606194764,-2.93279848666225,0.40472975422131,2.42557031035761e-14,2.41429468621216e-12,Nalcn,protein_coding,38.67,338370,1587.12093864766
ENSMUSG00000000202,1.920999793056,-0.00581213851071411,0.512158395065267,0.984580688853208,NA,Btbd17,protein_coding,56.02,72014,0
ENSMUSG00000000214,32.7604749070863,5.29144095773984,2.7361041458824,0.000436974404563462,0.00554927357629765,Th,protein_coding,51.59,21823,3.64632452462416
ENSMUSG00000000216,1573.19843150109,4.6565415500477,0.654922231575712,5.70234696837062e-14,5.33010238962318e-12,Scnn1g,protein_coding,45.71,20278,1095.61729918068
ENSMUSG00000000223,267.174509641878,-2.09187913756331,0.557769399128398,1.06220429560199e-05,0.000219030569980011,Drp2,protein_coding,44.54,13497,482.679484940631
ENSMUSG00000000244,1.96906817552501,0.0609338655696684,0.51655553125982,0.367531291230629,NA,Tspan32,protein_coding,53.07,27027,0.760185284328571
ENSMUSG00000000247,1827.8432748466,6.42495580342631,0.625669687342361,3.93430230606893e-27,1.6099165036434e-24,Lhx2,protein_coding,50,16870,976.235977904362
ENSMUSG00000000248,19.1227509599201,-0.0170079495560384,0.496112055237666,0.970504434876274,0.994623003987932,Clec2g,protein_coding,41.63,70809,2.72149465695617
ENSMUSG00000000253,203.428108038649,0.337190595772856,0.458935743631881,0.233612236225319,0.541532912355479,Gmpr,protein_coding,48.23,66355,189.331247511721
ENSMUSG00000000263,9.33607218672036,0.17032031895768,0.550606582398577,0.078894150940222,0.282253136858995,Glra1,protein_coding,45.7,14654,1.39710492152198
ENSMUSG00000000266,960.069784029481,1.16579570318157,0.365538832111719,0.000183927861529939,0.00266471096948253,Mid2,protein_coding,40.18,23947,777.864215768456
ENSMUSG00000000275,909.916125806853,-0.0336647732400909,0.272721512061775,0.88185810147412,0.981781158553377,Trim25,protein_coding,48.45,217069,526.37389113069
ENSMUSG00000000276,576.728245147637,-0.0233039509804614,0.238927268048777,0.907456708529757,0.990970007955354,Dgke,protein_coding,43.85,56077,619.450432393819
ENSMUSG00000000278,793.275138268057,-0.305337840334733,0.221166156125063,0.124704865719904,0.374775735010043,Scpep1,protein_coding,47.22,74617,599.571683918329
ENSMUSG00000000282,1491.37165381738,0.150775370220858,0.257883353843818,0.501648953529101,0.794687595583085,Mnt,protein_coding,56.49,17428,1623.25774197251
ENSMUSG00000000290,6.15414755366291,0.122966995855321,0.532476953012205,0.110362098452199,0.347445320721284,Itgb2,protein_coding,50.26,16414,1.62783511476314
ENSMUSG00000000295,735.180556938346,-0.013054774574661,0.226951133110491,0.946155873357958,0.994623003987932,Hddc2,protein_coding,42.09,69692,563.933449864829
ENSMUSG00000000296,395.73219594204,0.638870414497402,0.392067765104648,0.0320376201856576,0.156612173193029,Tpd52l1,protein_coding,40.19,21987,214.667087648777
ENSMUSG00000000301,59.2718706316254,0.318989106024915,0.507064029459212,0.232105884436962,0.539781385615622,Pemt,protein_coding,49.74,18618,48.9808822268593
ENSMUSG00000000303,12156.8672827775,0.332220266168493,0.167853504290678,0.038088087980557,0.176308208163393,Cdh1,protein_coding,47.03,12550,9240.03871620454
ENSMUSG00000000305,318.052414995458,6.8951805642182,0.775539827405746,3.3327957997872e-20,6.7439672370639e-18,Cdh4,protein_coding,49.53,12561,583.130551222005
ENSMUSG00000000308,216.210531544368,-0.573760882305026,0.605316288627365,0.0748246425451783,0.273160382202005,Ckmt1,protein_coding,48.09,12716,71.2981188812898
ENSMUSG00000000317,37.8342108630258,-0.265056209401453,0.520257416573816,0.260890553657421,0.577061700306037,Bcl6b,protein_coding,51.38,12029,39.5146324908702
ENSMUSG00000000320,828.587670425355,-0.426243417860288,0.270737732654272,0.0656337177638926,0.251263883348091,Alox12,protein_coding,48.86,11684,394.789871241074
ENSMUSG00000000326,1642.42398234015,0.257551392289674,0.221608938084681,0.193601110555259,0.484436859595672,Comt,protein_coding,48.68,12846,1114.10466872818
ENSMUSG00000000339,1056.39870743155,0.178430316416374,0.251176188368802,0.417232923861624,0.73191645803448,Rtca,protein_coding,43.09,66368,1057.71049350538
ENSMUSG00000000340,849.95307331719,-0.740472862356418,0.291469762766029,0.003154605451543,0.0276745615934792,Dbt,protein_coding,44.05,13171,758.165406108359
ENSMUSG00000000346,3438.14079286991,0.0196435089632888,0.143703943157301,0.89271465969613,0.985754841907204,Dazap2,protein_coding,50.58,23994,2808.13612617995
ENSMUSG00000000355,315.278874224676,-0.0937397467505105,0.28514780505545,0.688019276194735,0.903649532986025,Mcts1,protein_coding,37.89,68995,359.120313159272
ENSMUSG00000000359,0.679791218378434,0.00259508870884841,0.508881051800883,0.995526879134532,NA,Rem1,protein_coding,52.13,19700,1.38233480180224
ENSMUSG00000000365,49.4696709514985,-0.163388328892358,0.488643804300784,0.433010542255762,0.74413962903384,Rnf17,protein_coding,38.66,30054,55.4328847619116
ENSMUSG00000000374,1774.65897986003,0.137576303253868,0.222226914728388,0.502541317799615,0.79495755174881,Trappc10,protein_coding,48.02,NA,1773.40074431603
ENSMUSG00000000378,989.928217610112,-0.0494123768914958,0.282490135905712,0.831713084349763,0.965907938791982,Ccm2,protein_coding,47.75,216527,960.885301469988
ENSMUSG00000000384,1445.66200982032,0.0893187398392109,0.253406292628918,0.698900075055894,0.908843680008943,Tbrg4,protein_coding,51.38,21379,1536.08963367296
ENSMUSG00000000385,129.335644255618,-1.07638364119678,0.641752472200509,0.00924624595610163,0.0644925655438088,Tmprss2,protein_coding,46.44,50528,86.7837135587637
ENSMUSG00000000386,17.600558516902,-0.0178639854081328,0.480931258832168,0.911302234042939,0.992354780465208,Mx1,polymorphic_pseudogene,46.16,NA,12.7975530207475
ENSMUSG00000000392,74.8472264370696,0.968156175895434,1.29323506010961,0.0194909638213754,0.110971963715224,Fap,protein_coding,38.39,14089,19.8962427397274
ENSMUSG00000000394,1.03036619451207,-0.00391463910431693,0.512272203718619,0.984577203864575,NA,Gcg,protein_coding,37.47,14526,0
ENSMUSG00000000399,1549.92586486486,0.148077987854419,0.192033851144274,0.405185092110814,0.72025082403017,Ndufa9,protein_coding,45.75,66108,1265.92537484649
ENSMUSG00000000402,1325.44845604305,0.125566782503385,0.191729695718509,0.481360541665159,0.779204772273662,Egfl6,protein_coding,42.54,54156,1988.97796148089
ENSMUSG00000000409,193.944425903999,0.160719759478462,0.344084409779471,0.534236275310024,0.817062024381959,Lck,protein_coding,48.13,16818,141.041834469201
ENSMUSG00000000411,1.94553543443787,0.0475911979190943,0.515451992748385,NA,NA,Tssk3,protein_coding,52.81,58864,3.7456513890317
ENSMUSG00000000416,670.363027668976,-0.180997403511278,0.392787533288584,0.486081472194604,0.782681929905421,Cttnbp2,protein_coding,40.7,30785,548.105787935619
ENSMUSG00000000420,2422.33729174698,-0.0866437799989756,0.216884025236066,0.654718920360949,0.885221838230148,Galnt1,protein_coding,40.82,14423,1911.01036949282
ENSMUSG00000000439,1055.57170378021,0.045360974149973,0.324755308474682,0.859871722235774,0.975777201757742,Mkrn2,protein_coding,47.04,67027,657.932036918005
ENSMUSG00000000440,129.339199083873,-0.251205407925686,0.436260625192174,0.347209197081691,0.669841555701733,Pparg,protein_coding,39.51,19016,82.0179216101142
ENSMUSG00000000441,3216.76734406008,-0.00291232725850483,0.189963414732764,0.983081100113559,0.994623003987932,Raf1,protein_coding,42.75,110157,3533.34623695135
ENSMUSG00000000486,120.291879703903,0.112985707928832,0.442102863289279,0.639465514027867,0.877624128110691,Septin1,protein_coding,48.19,100043580,174.101373803438
ENSMUSG00000000486,120.291879703903,0.112985707928832,0.442102863289279,0.639465514027867,0.877624128110691,Septin1,protein_coding,48.19,54204,174.101373803438
ENSMUSG00000000489,287.723555108501,0.687776848633667,0.391184454506064,0.0214768871495071,0.118228819124372,Pdgfb,protein_coding,55.39,18591,92.6865967579547
ENSMUSG00000000530,90.3314309450434,-0.321235733716517,0.554170270107003,0.182114972378466,0.469050964345572,Acvrl1,protein_coding,52.3,11482,109.28680602578
ENSMUSG00000000531,1372.33806386204,0.0125861148067853,0.185301864608507,0.945336951156197,0.994623003987932,Tamalin,protein_coding,55.63,56149,1816.64718252055
ENSMUSG00000000532,3530.03083689741,0.176999116187203,0.207205108276918,0.341878886896335,0.664487842865645,Acvr1b,protein_coding,49.44,11479,3769.42791388323
ENSMUSG00000000538,1197.35025270028,-0.0427026348003997,0.245617650003693,0.838294739796584,0.968221748642934,Tom1l2,protein_coding,46.54,216810,1166.71509321206
ENSMUSG00000000544,18.1170926659041,-0.199008058725465,0.560406307768933,0.0837023881579988,0.292299597106275,Gpa33,protein_coding,48.91,59290,20.6832139623319
ENSMUSG00000000552,2315.08673815604,-0.365604835303329,0.26816811788927,0.103583983494368,0.334278912033877,Zfp385a,protein_coding,50.68,29813,2801.6833520904
ENSMUSG00000000555,939.027463522329,-0.175761432102094,0.186375177381334,0.307411361863986,0.630645367353325,Itga5,protein_coding,50.81,16402,950.675271595396
ENSMUSG00000000560,19.6774513967137,-0.163905765219543,0.491460471826583,0.42789216117128,0.74115381956617,Gabra2,protein_coding,36.51,NA,19.6917354507832
ENSMUSG00000000561,2655.77567806236,-0.0151563832076908,0.185997904538437,0.928520657270727,0.994623003987932,Wdr77,protein_coding,44.83,70465,2246.94456776617
ENSMUSG00000000562,12.3479518345615,-0.0236668331523453,0.453265236602331,0.910044800361561,0.991944456517128,Adora3,protein_coding,45.35,11542,8.95581207335032
ENSMUSG00000000562,12.3479518345615,-0.0236668331523453,0.453265236602331,0.910044800361561,0.991944456517128,Adora3,protein_coding,45.35,69296,8.95581207335032
ENSMUSG00000000563,5332.47999131937,-0.112898101118375,0.182350555954045,0.506173233439962,0.79712665956757,Atp5pb,protein_coding,40.23,11950,3171.0336197814
ENSMUSG00000000567,7731.23591943164,1.07263353438134,0.21478555012998,9.258644665665e-08,3.15719783099177e-06,Sox9,protein_coding,50.95,20682,6343.72444261514
ENSMUSG00000000568,12597.6897946887,0.489332076904352,0.181918311473375,0.00385738555667979,0.032315695013968,Hnrnpd,protein_coding,38.55,11991,10316.0563603124
ENSMUSG00000000579,125.291887779066,-0.220093722188147,0.397497156415291,0.407921396835362,0.722395133807113,Dynlt1c,protein_coding,47.56,100040563,167.201296271771
ENSMUSG00000000581,688.353761803975,-0.0734696106766396,0.341779500990471,0.77017716301349,0.940791304968616,C1d,protein_coding,37.25,57316,731.39119445454
ENSMUSG00000000594,1486.00827389987,-0.64478063211898,0.21161035230371,0.000873306554909314,0.00969322899463538,Gm2a,protein_coding,48.96,14667,465.942008197311
ENSMUSG00000000600,2862.30642596816,-0.287690827508483,0.210864724320927,0.146421628044417,0.415056628511377,Krit1,protein_coding,36.51,79264,3781.16285525505
ENSMUSG00000000605,1746.19029401723,0.449313546335538,0.292545696919635,0.0664724932242681,0.253421219509663,Clcn4,protein_coding,47.23,12727,1679.93118521535
ENSMUSG00000000606,17.2199278003998,0.0427260127953857,0.477986656060595,0.816258321065368,0.960677522818356,Vmn2r88,protein_coding,35.79,669149,21.6943277906056
ENSMUSG00000000617,1.54542678367369,-0.0392741652876008,0.510292429672123,0.602756781003886,NA,Grm6,protein_coding,50.24,108072,0.985366491553754
ENSMUSG00000000627,93.6216011258636,-0.0194536838769964,0.399739739682723,0.931605638886783,0.994623003987932,Sema4f,protein_coding,47.76,20355,120.200054020153
ENSMUSG00000000628,4576.48940128802,1.3299748553011,0.26087963292246,4.41943070766896e-08,1.61788065707786e-06,Hk2,protein_coding,49.08,15277,3080.20262093455
ENSMUSG00000000631,7952.92190737569,0.164372469072996,0.226399307520936,0.424169046639248,0.737718998015182,Myo18a,protein_coding,51.78,360013,3320.43792926797
ENSMUSG00000000632,2.88696139499843,0.0733907625709429,0.512082161711748,0.434224946263072,0.74511398383079,Sez6,protein_coding,51.55,20370,2.14170755007955
ENSMUSG00000000673,33.1616872320719,5.02362405220373,1.6393529692435,3.82642347205262e-05,0.00068474015368685,Haao,protein_coding,50.92,107766,4.87007922562495
ENSMUSG00000000682,5.22648825096678,0.10131312538301,0.522300564842495,0.348409788288033,0.670959615692903,Cd52,protein_coding,49.53,23833,0.456464073891558
ENSMUSG00000000686,92.782251633279,5.93661723655319,1.24887931882458,8.19742882196715e-08,2.82144774444305e-06,Abhd15,protein_coding,43.32,67477,145.063937973413
ENSMUSG00000000690,41.8431377804093,-0.415729105590036,0.66969988827431,0.0859578196679626,0.297468011908638,Hoxb6,protein_coding,52.14,15414,72.9249710701245
ENSMUSG00000000693,129.866539359736,-0.36216028604561,0.568325161867756,0.162352894842616,0.441394685609322,Loxl3,protein_coding,49.9,16950,67.4309586260298
ENSMUSG00000000706,10.7101885327919,6.45239320398287,2.78391707427063,7.70338480396342e-05,0.00126089002471273,Btn1a1,protein_coding,45.26,12231,7.21550270575027
ENSMUSG00000000708,550.29802223496,-0.152482005334638,0.388791362790425,0.556697140446993,0.830380540329478,Kat2b,protein_coding,43.46,18519,620.927470487352
ENSMUSG00000000711,2480.0365167371,-0.319342851002358,0.141866724137163,0.0180257914523266,0.104693981876751,Rab5b,protein_coding,44.42,19344,2618.09592575743
ENSMUSG00000000724,9.42070500784005,0.0193178693538127,0.492479419755455,0.904749669783135,0.990020229343157,Cryba1,protein_coding,42.74,12957,17.5303834332281
ENSMUSG00000000730,5.78918164568383,-0.0197766703371867,0.50786341597973,0.791462368776701,0.948190976618473,Dnmt3l,protein_coding,50.17,54427,2.69585345105488
ENSMUSG00000000731,37.3927153963379,-0.931157342026536,1.83422025389621,0.016511785174764,0.0981235819910063,Aire,protein_coding,52.02,11634,5.0052161928325
ENSMUSG00000000732,147.276158060913,0.408108765622439,0.317804225125895,0.111575479884398,0.350127962950121,Icosl,protein_coding,49.9,50723,78.3696292266889
ENSMUSG00000000738,1125.9492957804,-0.204674325166027,0.209793652081839,0.281223327120778,0.600608483600326,Spg7,protein_coding,48.71,234847,1364.2755569098
ENSMUSG00000000739,230.316369353799,0.592102726038718,0.485246538343526,0.0644014885614472,0.248338732445364,Sult5a1,protein_coding,49.92,57429,245.032630337904
ENSMUSG00000000740,36182.1160785467,-0.131110666244524,0.248902198014153,0.558917058301818,0.831265544913148,Rpl13,protein_coding,54.34,270106,24767.2350132174
ENSMUSG00000000743,1810.22338868548,0.742299169842442,0.370260018340712,0.0113169471214874,0.0749066370578966,Chmp1a,protein_coding,53.56,234852,2164.65977784053
ENSMUSG00000000751,2565.51542001721,0.241854315461557,0.242034466620278,0.257404651950033,0.572965809483064,Rpa1,protein_coding,44.89,68275,2178.43499949289
ENSMUSG00000000753,605.421207605628,-0.283856579706249,0.450802462807056,0.297116640345264,0.619387283565394,Serpinf1,protein_coding,49.44,20317,145.028625867629
ENSMUSG00000000759,1897.44801264703,-0.0520222920363728,0.23853094001075,0.797865260880115,0.951205908632136,Tubgcp3,protein_coding,46.98,259279,1697.1529715838
ENSMUSG00000000776,1200.64565077116,-0.0098733535907071,0.285149517174417,0.95886594238308,0.994623003987932,Polr3d,protein_coding,51.78,67065,1156.87376038321
ENSMUSG00000000782,1713.62784018705,0.536637619873469,0.214946016587988,0.00649673232359852,0.0490290282814521,Tcf7,protein_coding,53.06,21414,1982.33132397825
ENSMUSG00000000787,26644.8250050457,-0.110842143050901,0.261113533937369,0.652999876152145,0.88459793419154,Ddx3x,protein_coding,39.75,13205,16484.1774100147
ENSMUSG00000000791,3.32690193330754,0.0724545373102815,0.515065830896677,0.355617241405873,0.677606174051409,Il12rb1,protein_coding,52.9,16161,1.00229377539007
ENSMUSG00000000792,3.9137277913266,-0.0391968314518921,0.504040624144301,0.778265077349469,0.942580241767008,Slc5a5,protein_coding,54.85,114479,0.365657689279229
ENSMUSG00000000794,251.378724899698,1.17068367839293,0.505706349033916,0.00230471067779717,0.0216857140628294,Kcnn3,protein_coding,48.56,140493,155.824845658604
ENSMUSG00000000804,1916.72705602884,-0.00804780853969347,0.32434910520149,0.969422229502085,0.994623003987932,Usp32,protein_coding,39.1,237898,2197.64801045648
ENSMUSG00000000805,2.07306733293943,-0.0060945828421204,0.512108968332382,0.981272264984477,NA,Car4,protein_coding,52.03,12351,0
ENSMUSG00000000811,322.974541283234,0.190698336579668,0.207153856699342,0.314634137360336,0.637578189210216,Txnrd3,protein_coding,47.25,232223,264.537271085969
ENSMUSG00000000817,0.125416250407882,-0.00327796705425369,0.512315313892981,0.984571494059226,NA,Fasl,protein_coding,41.71,14103,0
ENSMUSG00000000823,3048.75610892299,-0.48340946843926,0.200188337504084,0.00883926022891509,0.0621719395932935,Zfp512b,protein_coding,53.58,269401,3852.12771689615
ENSMUSG00000000826,3371.43537985683,-0.086354413473189,0.113422775091235,0.433238949879621,0.744323756585496,Dnajc5,protein_coding,42.98,13002,3645.83566092182
ENSMUSG00000000827,1640.97233290018,-0.0719158128702108,0.234581650742357,0.727801437281267,0.923175288702711,Tpd52l2,protein_coding,44.51,66314,1509.05713177251
ENSMUSG00000000838,2639.31598733257,0.0240367243690794,0.171625074702938,0.887727726246613,0.984205350760527,Fmr1,protein_coding,35.06,14265,2609.32771845631
ENSMUSG00000000861,5415.8662643284,0.143677186911437,0.141705748959202,0.296558545028315,0.61851048229147,Bcl11a,protein_coding,45.53,14025,3585.12398969267
ENSMUSG00000000869,2.52481621964351,-0.0400132977856572,0.514885755143029,NA,NA,Il4,protein_coding,47.09,16189,4.1727009805425
ENSMUSG00000000876,546.886784351781,-0.0429680151551826,0.256186894494917,0.846229855112792,0.971369971136754,Pxmp4,protein_coding,47.38,59038,540.308895134521
ENSMUSG00000000881,1384.61474727567,-0.430736772243073,0.257950752269553,0.0550910049736246,0.225182189918829,Dlg3,protein_coding,46.89,53310,1572.17191730226
ENSMUSG00000000884,394.390333123544,0.376371606195887,0.459107544173231,0.192290772122813,0.482469311605052,Gnb1l,protein_coding,47.73,13972,323.447849695055
ENSMUSG00000000889,0.26927435091978,-0.00351546805898006,0.512299220243596,0.984573692141459,NA,Dbh,protein_coding,51.66,13166,0
ENSMUSG00000000901,1238.08793509111,-1.661413527257,0.472577448281215,3.35169874174134e-05,0.000612283538000248,Mmp11,protein_coding,53.54,17385,1983.7844571092
ENSMUSG00000000902,3080.84338095374,0.0374952189361671,0.171778541552318,0.812439895355341,0.958807167408399,Smarcb1,protein_coding,48.04,20587,2935.02438437408
ENSMUSG00000000903,0.548117960712374,-0.00373519401229671,0.512284711271685,0.984575558879411,NA,Vpreb3,protein_coding,47.86,22364,0
ENSMUSG00000000915,2365.0806412513,0.0426013004119424,0.278034665047494,0.836825111711534,0.967576616879686,Hip1r,protein_coding,54.59,29816,2030.74702378441
ENSMUSG00000000916,552.793395210629,0.315412270417044,0.293141257348539,0.206801201864335,0.503642022368716,Nsun5,protein_coding,51.36,100609,489.185704599894
ENSMUSG00000000934,271.923532888256,-0.29835587176085,0.291073674258906,0.215434475760849,0.515866116600815,Top1mt,protein_coding,52.57,72960,228.653537684545
ENSMUSG00000000938,6.8973893984926,0.0812442906852969,0.518232473413546,0.262708323347349,0.57976176853086,Hoxa10,protein_coding,50.46,15395,9.22393709164839
ENSMUSG00000000942,8.7375880903577,0.0533873690864674,0.491015254196453,0.745814680288391,0.931364668882495,Hoxa4,protein_coding,57.27,15401,13.6358090338636
ENSMUSG00000000948,524.179675616306,0.393910526459956,0.400549553046705,0.1655333223742,0.446612541860589,Gm38393,protein_coding,35.42,NA,571.85366394527
ENSMUSG00000000957,6151.25273165093,-0.270243804424511,0.182751043827993,0.110657183203591,0.347785523719264,Mmp14,protein_coding,53.13,17387,5192.95782294779
ENSMUSG00000000958,61.9269479831573,-0.211662217299055,0.410719101427145,0.422743584131028,0.73664964909391,Slc7a7,protein_coding,47.12,20540,62.4944978622326
ENSMUSG00000000959,1807.22876417941,-0.130721283310553,0.17887310933266,0.432721418609094,0.743920474490511,Oxa1l,protein_coding,47.94,69089,1404.22674470322
ENSMUSG00000000976,1444.09200913387,-1.17351853951917,0.291331232815879,7.95076875729893e-06,0.000169254862308558,Heatr6,protein_coding,45.93,217026,1995.23353091927
ENSMUSG00000000982,3.06021196867814,-0.00669556029961064,0.51205332442079,0.978317523918922,0.994623003987932,Ccl3,protein_coding,46.3,20302,0
ENSMUSG00000000983,38.6685112240833,-0.00855754506299965,0.511891614419238,0.958640232594074,0.994623003987932,Wfdc18,protein_coding,45.84,14038,0
ENSMUSG00000001014,2.62144231494705,0.101518286675455,0.524682080877366,0.138089987996017,NA,Icam4,protein_coding,58.3,78369,2.61421370585175
ENSMUSG00000001016,6949.86365235631,0.0434473119994234,0.137432824116858,0.747490675974516,0.932070705819847,Ilf2,protein_coding,42.32,67781,7309.2693066316
ENSMUSG00000001017,5769.32210129827,0.153262135539627,0.137794962648872,0.263667108783344,0.580969982186968,Chtop,protein_coding,42.19,66511,6105.92448260783
ENSMUSG00000001018,633.783207415124,-0.343264569177218,0.193156913541854,0.0533695351891826,0.220050743612541,Snapin,protein_coding,45.35,20615,694.851477341387
ENSMUSG00000001020,29.9150953686679,1.33374241906055,2.72249883861296,0.0110166750727855,0.0733674700868978,S100a4,protein_coding,48.53,20198,5.88453105961757
ENSMUSG00000001021,2106.81244228005,0.0819567685903633,0.503934388993573,0.525558524811527,0.810555308675457,S100a3,protein_coding,49.07,20197,6.92915693569212
ENSMUSG00000001025,1862.99240620059,1.73797983635953,0.626878133668844,0.000358010973567994,0.0047021498340093,S100a6,protein_coding,47.42,20200,383.958287326861
ENSMUSG00000001027,1.10515872256848,0.039322309243619,0.514198315949109,0.405296514927066,NA,Scn4a,protein_coding,51.42,110880,1.14904723406077
ENSMUSG00000001029,20.5161266270438,0.235018867973843,0.558583881195795,0.163702482994648,0.44332640603013,Icam2,protein_coding,48.84,15896,4.97813536265138
ENSMUSG00000001034,1400.02890244883,-0.148947489387937,0.262580956165213,0.506415869991118,0.797240904299025,Mapk7,protein_coding,54.78,23939,1870.85417401934
ENSMUSG00000001036,1328.39548453054,-0.300611319799423,0.333711585155989,0.246174270619921,0.558670571751938,Epn2,protein_coding,45.69,13855,1239.88669017929
ENSMUSG00000001039,302.929923961082,-0.292572240005643,0.328720463469195,0.255806701781176,0.571000773254863,B9d1,protein_coding,48.78,27078,390.138010495648
ENSMUSG00000001052,3308.76784762549,0.184345990208998,0.280856731790443,0.430831783525787,0.742950677157624,Sec24b,protein_coding,44.2,99683,2725.58221585943
ENSMUSG00000001053,849.884225347205,2.85673903158565,0.320878711691958,3.42196120491677e-20,6.84912974210189e-18,N4bp3,protein_coding,56.75,212706,435.309193285988
ENSMUSG00000001054,1030.01463370716,0.405936659930052,0.306564379709556,0.106128409664491,0.339161495238102,Rmnd5b,protein_coding,50.38,66089,977.572344994373
ENSMUSG00000001056,2620.01511430912,0.275628089000005,0.240643261270624,0.208513700506162,0.505805727983199,Nhp2,protein_coding,50.38,52530,1601.88107738066
ENSMUSG00000001062,848.256791097815,-0.171361532706407,0.263369090230133,0.442877254710561,0.752249955561321,Vps9d1,protein_coding,54.85,72325,977.779144622928
