,Row.names,baseMean_all_samples,log2FoldChange,lfcSE,pvalue,padj,external_gene_name,gene_biotype,percentage_gene_gc_content,entrezgene_id,baseMean_selected_samples
57,ENSMUSG00000000355,315.278874224676,-0.517239153847764,0.295333440861997,0.0661648421231274,0.148345233514583,Mcts1,protein_coding,37.89,68995,280.205723077
58,ENSMUSG00000000359,0.679791218378434,-0.134274670780116,1.02013956656482,0.889254563548901,NA,Rem1,protein_coding,52.13,19700,0.117756351639388
59,ENSMUSG00000000365,49.4696709514985,-0.455581110832113,0.732132230009084,0.381381902011722,0.544484908020146,Rnf17,protein_coding,38.66,30054,44.699099903168
60,ENSMUSG00000000374,1774.65897986003,0.134365060531999,0.213574382176707,0.525855746490085,0.676676208800203,Trappc10,protein_coding,48.02,NA,1775.66556829523
61,ENSMUSG00000000378,989.928217610112,-0.370950975701127,0.291336480171685,0.181656414733756,0.322194299836966,Ccm2,protein_coding,47.75,216527,1013.16255052221
62,ENSMUSG00000000384,1445.66200982032,-0.382179342304098,0.251638834183726,0.115861356551103,0.229356162065364,Tbrg4,protein_coding,51.38,21379,1373.31991073822
63,ENSMUSG00000000385,129.335644255618,-0.974411415061793,0.50921637149987,0.0272519076152239,0.0729384632015601,Tmprss2,protein_coding,46.44,50528,163.377188813102
64,ENSMUSG00000000386,17.600558516902,0.359303870960862,0.841051706348372,0.48174941207066,0.638518223124532,Mx1,polymorphic_pseudogene,46.16,NA,21.4429629138256
65,ENSMUSG00000000392,74.8472264370696,3.70942546342406,0.853339804158745,1.00181565606596e-06,8.48938494744525e-06,Fap,protein_coding,38.39,14089,118.808013394943
66,ENSMUSG00000000394,1.03036619451207,0.234639481423261,1.05526234885993,0.279473363431802,NA,Gcg,protein_coding,37.47,14526,1.85465915012173
67,ENSMUSG00000000399,1549.92586486486,-0.523481502374361,0.181173274557455,0.00323162018152349,0.0123279581567378,Ndufa9,protein_coding,45.75,66108,1777.12625687955
68,ENSMUSG00000000402,1325.44845604305,2.43077141772016,0.188457687777295,7.09164586559499e-39,9.74519156485568e-37,Egfl6,protein_coding,42.54,54156,794.624851692788
69,ENSMUSG00000000409,193.944425903999,-0.912075228606872,0.384314586784115,0.0101196176080704,0.0323174884902894,Lck,protein_coding,48.13,16818,236.266499051838
70,ENSMUSG00000000411,1.94553543443787,0.183621474014919,1.0351777831362,NA,NA,Tssk3,protein_coding,52.81,58864,0.505442670762811
71,ENSMUSG00000000416,670.363027668976,3.75030747594861,0.496498812787957,3.70401056923025e-15,9.74366437454368e-14,Cttnbp2,protein_coding,40.7,30785,768.168819455662
72,ENSMUSG00000000420,2422.33729174698,-0.910434572610325,0.212152600381529,1.13538722510956e-05,7.88349184131499e-05,Galnt1,protein_coding,40.82,14423,2831.39882955029
73,ENSMUSG00000000439,1055.57170378021,0.104575541067567,0.351601322252142,0.753049888552035,0.850776429366699,Mkrn2,protein_coding,47.04,67027,1373.68343726998
74,ENSMUSG00000000440,129.339199083873,3.31485852985572,0.568938155139754,4.83998023787793e-10,6.83986155796501e-09,Pparg,protein_coding,39.51,19016,167.196221062879
75,ENSMUSG00000000441,3216.76734406008,-0.105062770411633,0.17975532947351,0.579727911339085,0.722071818141093,Raf1,protein_coding,42.75,110157,2963.50422974708
76,ENSMUSG00000000486,120.291879703903,0.168368669461904,0.587306979671502,0.727910226486188,0.834603917217725,Septin1,protein_coding,48.19,100043580,77.2442844242756
77,ENSMUSG00000000486,120.291879703903,0.168368669461904,0.587306979671502,0.727910226486188,0.834603917217725,Septin1,protein_coding,48.19,54204,77.2442844242756
78,ENSMUSG00000000489,287.723555108501,-0.480253280324127,0.324567450367061,0.116643735125526,0.230533190791181,Pdgfb,protein_coding,55.39,18591,443.753121788939
79,ENSMUSG00000000530,90.3314309450434,-0.124148958319742,0.633011084836305,0.798540410261782,0.880151193017894,Acvrl1,protein_coding,52.3,11482,75.1671308804538
80,ENSMUSG00000000531,1372.33806386204,0.548098556230112,0.177168562338529,0.00166980570539115,0.00695856674741566,Tamalin,protein_coding,55.63,56149,1016.89076893523
81,ENSMUSG00000000532,3530.03083689741,0.209617047042974,0.195787707456316,0.270100759336529,0.428497880203888,Acvr1b,protein_coding,49.44,11479,3338.51317530876
82,ENSMUSG00000000538,1197.35025270028,0.537654488613471,0.245204992376102,0.0252698548287381,0.0687833121679799,Tom1l2,protein_coding,46.54,216810,1221.85838029085
83,ENSMUSG00000000544,18.1170926659041,0.847518665412105,1.25736039857297,0.102618508909472,0.20915168088231,Gpa33,protein_coding,48.91,59290,16.0641956287619
84,ENSMUSG00000000552,2315.08673815604,1.51904045626626,0.257096480876809,1.1696204038276e-09,1.58479691803395e-08,Zfp385a,protein_coding,50.68,29813,1925.80944700855
85,ENSMUSG00000000555,939.027463522329,-0.398467528819319,0.17487845259525,0.0205052483514883,0.0581882636992302,Itga5,protein_coding,50.81,16402,929.709217063875
86,ENSMUSG00000000560,19.6774513967137,0.390928096494416,0.729731096182654,0.456491968976606,0.614956698861309,Gabra2,protein_coding,36.51,NA,19.6660241534582
87,ENSMUSG00000000561,2655.77567806236,-1.27758303465691,0.178339392643969,3.26432749317125e-13,6.95709796982123e-12,Wdr77,protein_coding,44.83,70465,2982.84056629931
88,ENSMUSG00000000562,12.3479518345615,-0.106471453339541,0.654399694455221,0.829816033025473,0.900585397072615,Adora3,protein_coding,45.35,11542,15.0616636435304
89,ENSMUSG00000000562,12.3479518345615,-0.106471453339541,0.654399694455221,0.829816033025473,0.900585397072615,Adora3,protein_coding,45.35,69296,15.0616636435304
90,ENSMUSG00000000563,5332.47999131937,0.0860414251910745,0.170902079499095,0.613668000389234,0.748670746893445,Atp5pb,protein_coding,40.23,11950,7061.63708854974
91,ENSMUSG00000000567,7731.23591943164,-0.335229410420376,0.187342280824423,0.0670487831740972,0.149943683916423,Sox9,protein_coding,50.95,20682,8841.24510088484
92,ENSMUSG00000000568,12597.6897946887,-0.909586654075543,0.164633262554049,1.97840260406086e-08,2.20923623718476e-07,Hnrnpd,protein_coding,38.55,11991,14422.9965421897
93,ENSMUSG00000000579,125.291887779066,0.269857316460875,0.439154112276189,0.494464777421518,0.649790902343785,Dynlt1c,protein_coding,47.56,100040563,91.7643609849027
94,ENSMUSG00000000581,688.353761803975,0.146211720133735,0.377965091514767,0.678610548966347,0.799330560267786,C1d,protein_coding,37.25,57316,653.923815683524
95,ENSMUSG00000000594,1486.00827389987,-1.78304527161637,0.186982934717688,3.67273363710405e-22,1.69923912546819e-20,Gm2a,protein_coding,48.96,14667,2302.06128646192
96,ENSMUSG00000000600,2862.30642596816,0.283892944865696,0.196374824252108,0.138831395578058,0.263877097251689,Krit1,protein_coding,36.51,79264,2127.22128253864
97,ENSMUSG00000000605,1746.19029401723,0.385682217123668,0.268558820069846,0.134090311331176,0.257443331545435,Clcn4,protein_coding,47.23,12727,1799.19758105873
98,ENSMUSG00000000606,17.2199278003998,0.491179951907511,0.843420273925337,0.358909509089419,0.522026058515279,Vmn2r88,protein_coding,35.79,669149,13.6404078082352
99,ENSMUSG00000000617,1.54542678367369,0.0790619886184282,0.967264276248988,0.81090440651241,NA,Grm6,protein_coding,50.24,108072,1.99347501736963
100,ENSMUSG00000000627,93.6216011258636,-1.78835059430797,0.584997953366035,0.000452297851607784,0.00218255048205077,Sema4f,protein_coding,47.76,20355,72.3588388104325
101,ENSMUSG00000000628,4576.48940128802,1.15411682219756,0.228373061891513,2.2702458873071e-07,2.14161412750374e-06,Hk2,protein_coding,49.08,15277,5773.5188255708
102,ENSMUSG00000000631,7952.92190737569,1.15778556519322,0.220989863915935,7.98270857025718e-08,8.09436099188964e-07,Myo18a,protein_coding,51.78,360013,11658.9090898619
103,ENSMUSG00000000632,2.88696139499843,0.475580569107231,1.10087761586304,0.197042339941526,0.341458464867614,Sez6,protein_coding,51.55,20370,3.48316447093354
104,ENSMUSG00000000673,33.1616872320719,2.19916028897035,0.860581924282104,0.00137756041976427,0.0058786552884216,Haao,protein_coding,50.92,107766,55.7949736372295
105,ENSMUSG00000000682,5.22648825096678,-0.0892453950219098,0.914773519539442,0.802877244562956,0.883270497155112,Cd52,protein_coding,49.53,23833,9.04250759262696
106,ENSMUSG00000000686,92.782251633279,0.753729661277451,0.864353720229132,0.185865646906582,0.327608885051958,Abhd15,protein_coding,43.32,67477,50.9569025611716
107,ENSMUSG00000000690,41.8431377804093,2.17040586545341,1.04550302475509,0.00411032484716832,0.0151526570041556,Hoxb6,protein_coding,52.14,15414,16.9776711486371
108,ENSMUSG00000000693,129.866539359736,-2.42509436699012,0.796989203668438,0.000239553702338683,0.00123665317489894,Loxl3,protein_coding,49.9,16950,179.815003946701
109,ENSMUSG00000000706,10.7101885327919,0.267683129534425,0.795249909259076,0.604054039726997,0.741388461476566,Btn1a1,protein_coding,45.26,12231,13.5059371944251
110,ENSMUSG00000000708,550.29802223496,1.00328176326589,0.481303287959376,0.0180979454131798,0.0525473930681635,Kat2b,protein_coding,43.46,18519,493.794463633047
111,ENSMUSG00000000711,2480.0365167371,0.477889820139419,0.129216331474223,0.000193172157855293,0.00102156005592974,Rab5b,protein_coding,44.42,19344,2369.58898952083
112,ENSMUSG00000000724,9.42070500784005,0.944741287877232,1.3941223930897,0.0768350520503833,0.167080851258356,Cryba1,protein_coding,42.74,12957,2.93296226752957
113,ENSMUSG00000000730,5.78918164568383,0.189670304813613,1.00142139604212,0.525716114247805,0.676616950873574,Dnmt3l,protein_coding,50.17,54427,8.26384420138699
114,ENSMUSG00000000731,37.3927153963379,-2.61423606345358,0.945461524280869,0.000493668438643157,0.0023629869064661,Aire,protein_coding,52.02,11634,63.3027147591423
115,ENSMUSG00000000732,147.276158060913,1.47162141341553,0.296416112391477,2.33340291851227e-07,2.19220823170842e-06,Icosl,protein_coding,49.9,50723,202.401381128293
116,ENSMUSG00000000738,1125.9492957804,-0.197012544480842,0.198166039867665,0.310890497878701,0.473001539117442,Spg7,protein_coding,48.71,234847,935.288286876876
117,ENSMUSG00000000739,230.316369353799,2.50634342090504,0.465294922740088,9.17927445589198e-09,1.08979471199739e-07,Sult5a1,protein_coding,49.92,57429,218.543360566515
118,ENSMUSG00000000740,36182.1160785467,0.410884926095144,0.244561270748962,0.0839328032092012,0.178799009520388,Rpl13,protein_coding,54.34,270106,45314.0209308101
119,ENSMUSG00000000743,1810.22338868548,-0.00724923130206424,0.312996994788497,0.981857643921814,0.99242104814888,Chmp1a,protein_coding,53.56,234852,1526.67427736144
120,ENSMUSG00000000751,2565.51542001721,-0.211662391218416,0.2302533557001,0.339962330777802,0.502695443583268,Rpa1,protein_coding,44.89,68275,2875.17975643666
121,ENSMUSG00000000753,605.421207605628,-0.54369606034419,0.509162521235523,0.212213314932028,0.361060219644869,Serpinf1,protein_coding,49.44,20317,973.735272996027
122,ENSMUSG00000000759,1897.44801264703,-0.210282519717741,0.234289311332426,0.354057515877705,0.51755299653664,Tubgcp3,protein_coding,46.98,259279,2057.68404549762
123,ENSMUSG00000000776,1200.64565077116,-0.21897911331926,0.294769079101841,0.441790244048968,0.601665968043614,Polr3d,protein_coding,51.78,67065,1235.66316308151
124,ENSMUSG00000000782,1713.62784018705,0.520990989657882,0.193486185269653,0.00586104387349364,0.0204056082220669,Tcf7,protein_coding,53.06,21414,1498.66505315408
125,ENSMUSG00000000787,26644.8250050457,0.230456173306712,0.259026462902834,0.360002432866183,0.523087256276959,Ddx3x,protein_coding,39.75,13205,34773.3430810705
126,ENSMUSG00000000791,3.32690193330754,-0.0463756552082023,0.936748290929873,0.885316127343498,0.93438477497009,Il12rb1,protein_coding,52.9,16161,5.18658845964152
127,ENSMUSG00000000792,3.9137277913266,0.431539579029814,0.962183339304626,0.377716309986587,0.540809161425042,Slc5a5,protein_coding,54.85,114479,6.7521838729645
128,ENSMUSG00000000794,251.378724899698,5.736561447046,0.471966195968783,5.67699191815578e-36,6.41325945895218e-34,Kcnn3,protein_coding,48.56,140493,327.821828292573
129,ENSMUSG00000000804,1916.72705602884,0.21310929761288,0.352971492380817,0.518343403437839,0.6699498442412,Usp32,protein_coding,39.1,237898,1691.99029248673
130,ENSMUSG00000000805,2.07306733293943,0.275297478792306,1.0449277403186,0.330251264626958,NA,Car4,protein_coding,52.03,12351,3.73152119929098
131,ENSMUSG00000000811,322.974541283234,-1.49126636871805,0.198595338064182,1.99458465584084e-14,4.91677133234983e-13,Txnrd3,protein_coding,47.25,232223,369.724357441047
132,ENSMUSG00000000817,0.125416250407882,0.175172990075136,1.02883597873673,0.772583971090361,NA,Fasl,protein_coding,41.71,14103,0.225749250734187
133,ENSMUSG00000000823,3048.75610892299,-0.441257578947336,0.180998425377855,0.0134962965455274,0.0413580969527945,Zfp512b,protein_coding,53.58,269401,2406.05882254446
134,ENSMUSG00000000826,3371.43537985683,-0.0960123662821656,0.103300391495909,0.344876479541714,0.50755718464523,Dnajc5,protein_coding,42.98,13002,3151.91515500483
135,ENSMUSG00000000827,1640.97233290018,0.0599019615337377,0.229080460067694,0.793440354689807,0.876654273352717,Tpd52l2,protein_coding,44.51,66314,1746.50449380232
136,ENSMUSG00000000838,2639.31598733257,-0.185301104655873,0.160770296117102,0.241577619831729,0.396719012894093,Fmr1,protein_coding,35.06,14265,2663.30660243358
137,ENSMUSG00000000861,5415.8662643284,-0.591854388005882,0.130384201975431,3.93143364210966e-06,3.00138553423745e-05,Bcl11a,protein_coding,45.53,14025,6880.46008403698
138,ENSMUSG00000000869,2.52481621964351,-0.0215431323438727,0.9875028791927,NA,NA,Il4,protein_coding,47.09,16189,1.20650841092432
139,ENSMUSG00000000876,546.886784351781,1.67674992602588,0.265983633599158,8.04213287779541e-11,1.26679071695231e-09,Pxmp4,protein_coding,47.38,59038,552.149095725589
140,ENSMUSG00000000881,1384.61474727567,0.872135936250793,0.239772047279432,0.000151034002950529,0.000818704777842521,Dlg3,protein_coding,46.89,53310,1234.5690112544
141,ENSMUSG00000000884,394.390333123544,0.269040404861709,0.460276529386589,0.513035361950981,0.66490001643667,Gnb1l,protein_coding,47.73,13972,451.144319866336
142,ENSMUSG00000000889,0.26927435091978,0.204695930888728,1.0407444303169,0.553838437904468,NA,Dbh,protein_coding,51.66,13166,0.484693831655604
143,ENSMUSG00000000901,1238.08793509111,0.910450806635828,0.39577124238703,0.0123907782849262,0.03847618740955,Mmp11,protein_coding,53.54,17385,641.530717476627
144,ENSMUSG00000000902,3080.84338095374,-0.670884561345148,0.162189496673628,2.64767691264111e-05,0.000170053444957703,Smarcb1,protein_coding,48.04,20587,3197.49857821748
145,ENSMUSG00000000903,0.548117960712374,0.222299986559131,1.04927390016024,0.39402641421063,NA,Vpreb3,protein_coding,47.86,22364,0.986612329282273
146,ENSMUSG00000000915,2365.0806412513,1.53714516928324,0.295787076738975,5.61316242866783e-08,5.83300073146102e-07,Hip1r,protein_coding,54.59,29816,2632.54753522481
147,ENSMUSG00000000916,552.793395210629,-1.27676775817033,0.290295669396445,4.32570530365499e-06,3.28197517352712e-05,Nsun5,protein_coding,51.36,100609,603.679547699218
148,ENSMUSG00000000934,271.923532888256,-0.370804670829027,0.279500742890184,0.166275373095249,0.301700531971852,Top1mt,protein_coding,52.57,72960,306.539529051224
149,ENSMUSG00000000938,6.8973893984926,0.395119107753998,1.08618462141273,0.201034370506959,0.346735837230686,Hoxa10,protein_coding,50.46,15395,5.03615124396797
150,ENSMUSG00000000942,8.7375880903577,5.85298387092548,2.89958005365104,0.000648150294754449,0.00302305965744894,Hoxa4,protein_coding,57.27,15401,4.81901133555301
151,ENSMUSG00000000948,524.179675616306,0.907539619767026,0.405861106985736,0.0141995156962966,0.0431539663362941,Gm38393,protein_coding,35.42,NA,486.040484953135
152,ENSMUSG00000000957,6151.25273165093,-1.13361404245368,0.170262505914048,1.35638411548376e-11,2.36295715255611e-10,Mmp14,protein_coding,53.13,17387,6917.88865861343
153,ENSMUSG00000000958,61.9269479831573,-0.551725351548752,0.470730648576045,0.183757190555649,0.325074926207293,Slc7a7,protein_coding,47.12,20540,61.472908079897
154,ENSMUSG00000000959,1807.22876417941,-0.466395491602409,0.167437071600524,0.0046574741253992,0.0168275957209363,Oxa1l,protein_coding,47.94,69089,2129.63037976035
155,ENSMUSG00000000976,1444.09200913387,-0.0179166861186412,0.248011866855273,0.941852350981976,0.969493498294041,Heatr6,protein_coding,45.93,217026,1003.17879170554
156,ENSMUSG00000000982,3.06021196867814,0.0222633373130837,0.947532540532914,0.995753717180564,0.99789833963653,Ccl3,protein_coding,46.3,20302,5.50838154362064
157,ENSMUSG00000000983,38.6685112240833,-0.792613286265698,0.728484397658219,0.140013793086202,0.265713076975093,Wfdc18,protein_coding,45.84,14038,69.60332020335
158,ENSMUSG00000001014,2.62144231494705,0.236408335789843,0.979692794623615,0.522036251849153,NA,Icam4,protein_coding,58.3,78369,2.6272252022233
159,ENSMUSG00000001016,6949.86365235631,0.00383434150590379,0.126665894523578,0.988003873922897,0.995736595392492,Ilf2,protein_coding,42.32,67781,6662.33912893608
160,ENSMUSG00000001017,5769.32210129827,-0.518148458486907,0.126870132238864,3.78469406741443e-05,0.00023425666069704,Chtop,protein_coding,42.19,66511,5500.04019625063
161,ENSMUSG00000001018,633.783207415124,0.707623521801978,0.179228519203063,6.26469152010011e-05,0.000371284292407864,Snapin,protein_coding,45.35,20615,584.928591474113
162,ENSMUSG00000001020,29.9150953686679,2.07775484298551,1.00321072971352,0.00481934982151012,0.0173225663894763,S100a4,protein_coding,48.53,20198,49.1395468159081
163,ENSMUSG00000001021,2106.81244228005,11.478959612785,1.67086092117039,2.03856085850403e-13,4.48483388870887e-12,S100a3,protein_coding,49.07,20197,3786.71907055553
164,ENSMUSG00000001025,1862.99240620059,3.88175038051955,0.522535683675652,9.27316642589307e-15,2.36036355776364e-13,S100a6,protein_coding,47.42,20200,3046.21970129956
165,ENSMUSG00000001027,1.10515872256848,-0.118978795856677,1.0083865117914,0.604295195393416,NA,Scn4a,protein_coding,51.42,110880,1.07004791337465
166,ENSMUSG00000001029,20.5161266270438,0.908657571854136,1.01137968329593,0.127895206576263,0.247901298304769,Icam2,protein_coding,48.84,15896,32.9465196385578
167,ENSMUSG00000001034,1400.02890244883,0.264188367133318,0.260513363978947,0.29476759344676,0.455408738082245,Mapk7,protein_coding,54.78,23939,1023.36868519242
168,ENSMUSG00000001036,1328.39548453054,0.345872395627977,0.329966276491057,0.264478430659813,0.422239103708149,Epn2,protein_coding,45.69,13855,1399.20252001154
